Sector_ID,Latitude,Longitude,Azimuth,TA,Target,Popu_Type,Datetime,Province,Vendor,Total_Payload_GB,Total_DL_Payload(GB),UserThroughput,DL_Spectral_efficiency,Average_Reported_CQI,DL_PRB_UTILIZATION,Sector_Bandwidth(MHz),cell_availability_include_manual_blocking,ConnectedUser,PPM,UPM,Day,Hour,Label,OS
KS0864A,34.80761,46.486404,65,0.5250651428571429,1,Residential,2022-12-10 23:00:00,KS,Huawei,38.636,34.18,8.749,1.614,9.939,69.715,75.0,100.0,371.799,0.4557333333333333,4.957319999999999,Saturday,23.0,City Capacity,0.0
SM0181B,35.597017,53.404106,240,0.399952,1,Residential,2022-12-14 23:00:00,SM,Nokia,17.842,16.566,11.685,1.577,9.032,40.993,75.0,100.0,124.976,0.22088,1.6663466666666666,Wednesday,23.0,City Capacity,0.0
SM0203A,35.58214,53.37492,20,0.284269,1,Residential,2022-12-14 23:00:00,SM,Nokia,7.101,6.554,16.12,1.481,9.607,23.064,75.0,100.0,55.845,0.08738666666666667,0.7446,Wednesday,23.0,City Capacity,0.0
SM0263A,35.593769,53.387842,10,0.5155914285714287,1,Residential,2022-12-13 23:00:00,SM,Nokia,13.48,12.46,17.184,1.832,10.391,29.369,75.0,100.0,107.435,0.16613333333333336,1.4324666666666668,Tuesday,23.0,City Capacity,0.0
SM0293C,36.427425,54.977819,270,0.3027811428571428,1,Residential,2022-12-13 23:00:00,SM,Nokia,7.662,7.213,18.174,1.616,11.74,22.606,75.0,100.0,52.578,0.09617333333333333,0.70104,Tuesday,23.0,City Capacity,0.0
SM0298A,35.58653,53.36515,0,0.5046481428571429,1,Residential,2022-12-13 23:00:00,SM,Nokia,20.522,18.476,17.286,1.997,10.581,36.955,75.0,100.0,118.084,0.24634666666666666,1.5744533333333335,Tuesday,23.0,City Capacity,0.0
TH0013C,35.77767,51.46401,315,0.3512078571428571,1,Residential,2022-12-10 23:00:00,TH,Huawei,14.418,13.109,14.865,1.06,7.892,40.698,75.0,100.0,113.347,0.17478666666666667,1.5112933333333332,Saturday,23.0,City Capacity,0.0
TH0019B,35.61775,51.40529,215,0.4980400451212634,1,Residential,2022-12-12 23:00:00,TH,Ericsson,29.018,26.78,12.883,3.121,9.052,56.515,75.0,100.0,198.8725,0.3570666666666667,2.6516333333333333,Monday,23.0,City Capacity,0.0
TH0022A,35.700705,51.259011,115,0.5641938250428816,1,Residential,2022-12-14 23:00:00,TH,Ericsson,33.72,29.723,5.706,1.461,8.933,66.99,75.0,100.0,316.87225,0.39630666666666664,4.224963333333333,Wednesday,23.0,City Capacity,0.0
TH0024B,35.7056,51.44323,180,0.5787313432835821,1,Residential,2022-12-12 23:00:00,TH,Ericsson,29.724,26.848,7.148,2.79,9.389,63.384,75.0,100.0,286.728,0.3579733333333333,3.82304,Monday,23.0,City Capacity,0.0
TH0026A,35.68057,51.43909,50,0.6118472243004638,1,Residential,2022-12-14 23:00:00,TH,Ericsson,31.388,27.679,12.099,1.76,9.222,51.789,75.0,100.0,242.3055,0.3690533333333333,3.23074,Wednesday,23.0,City Capacity,0.0
TH0026B,35.68057,51.43909,145,0.848916083916084,1,Residential,2022-12-12 23:00:00,TH,Ericsson,36.802,32.781,3.699,2.463,8.575,87.674,75.0,100.0,378.661,0.43707999999999997,5.048813333333333,Monday,23.0,City Capacity,0.0
TH0030A,35.67601,51.3659,75,0.3610352673492606,1,Residential,2022-12-10 23:00:00,TH,Ericsson,16.728,15.564,6.832,1.192,7.842,43.004,75.0,100.0,125.34575,0.20752,1.6712766666666665,Saturday,23.0,City Capacity,0.0
TH0031C,35.47559,51.68069,325,0.7931855084229754,1,Residential,2022-12-12 23:00:00,TH,Ericsson,13.624,11.616,14.614,2.461,8.461,31.092,75.0,100.0,132.522,0.15488,1.7669599999999999,Monday,23.0,City Capacity,0.0
TH0031A,35.47559,51.68069,45,0.7964651831478935,1,Residential,2022-12-12 23:00:00,TH,Ericsson,16.237,14.73,20.25,2.8,9.327,34.649,75.0,100.0,165.6055,0.19640000000000002,2.2080733333333336,Monday,23.0,City Capacity,0.0
TH0040A,35.62301,51.49538,15,0.7672506277105683,1,Residential,2022-12-13 23:00:00,TH,Ericsson,27.12,24.885,6.399,1.141,7.558,71.832,75.0,100.0,202.84175,0.33180000000000004,2.7045566666666665,Tuesday,23.0,City Capacity,0.0
TH0040C,35.62301,51.49538,185,0.7793607582173826,1,Residential,2022-12-12 23:00:00,TH,Ericsson,12.182,10.953,10.387,1.852,7.713,38.943,75.0,100.0,99.3975,0.14604,1.3253,Monday,23.0,City Capacity,0.0
TH0041C,35.59212,51.43709,300,0.7747366341848827,1,Residential,2022-12-12 23:00:00,TH,Ericsson,23.43,21.556,14.157,3.263,8.927,43.519,75.0,100.0,204.3805,0.28741333333333335,2.7250733333333335,Monday,23.0,City Capacity,0.0
TH0043C,35.68772,51.36851,300,0.7200405141100866,1,Residential,2022-12-12 23:00:00,TH,Ericsson,18.49,16.425,11.19,2.389,8.612,45.297,75.0,100.0,189.7195,0.219,2.5295933333333336,Monday,23.0,City Capacity,0.0
TH0046B,35.67619,51.38078,260,0.7949250936329588,1,Residential,2022-12-14 23:00:00,TH,Ericsson,27.963,26.617,10.248,1.324,8.484,66.198,75.0,100.0,136.425,0.35489333333333334,1.8190000000000002,Wednesday,23.0,City Capacity,0.0
TH0049A,35.67391,51.34502,35,0.9126221498371335,1,Residential,2022-12-12 23:00:00,TH,Ericsson,17.243,15.578,20.716,2.893,9.376,35.464,75.0,100.0,152.8805,0.20770666666666665,2.038406666666667,Monday,23.0,City Capacity,0.0
TH0050B,35.64917,51.4881,220,0.5814196832579186,1,Residential,2022-12-12 23:00:00,TH,Ericsson,22.821,21.066,13.183,2.771,8.626,50.072,75.0,100.0,178.158,0.28087999999999996,2.3754399999999998,Monday,23.0,City Capacity,0.0
TH0050C,35.64917,51.4881,335,0.7488931708191432,1,Residential,2022-12-12 23:00:00,TH,Ericsson,24.527,21.663,8.639,2.39,8.31,59.688,75.0,100.0,237.5415,0.28884,3.1672200000000004,Monday,23.0,City Capacity,0.0
TH0050A,35.64917,51.4881,70,0.816751649670066,1,Residential,2022-12-12 23:00:00,TH,Ericsson,24.507,21.799,11.821,2.854,8.591,50.306,75.0,100.0,220.342,0.2906533333333333,2.9378933333333337,Monday,23.0,City Capacity,0.0
TH0054B,35.73685,51.55757,210,0.6046695714285715,1,Residential,2022-12-12 23:00:00,TH,Huawei,35.64,30.946,12.509,1.462,8.824,69.69,75.0,100.0,316.713,0.41261333333333333,4.222840000000001,Monday,23.0,City Capacity,0.0
TH0059C,35.68770017,51.37926947,290,0.6143530997304583,1,Residential,2022-12-12 23:00:00,TH,Ericsson,21.607,18.913,12.242,2.559,9.13,48.69,75.0,100.0,243.847,0.25217333333333336,3.2512933333333334,Monday,23.0,City Capacity,0.0
TH0061A,35.73355,51.346169,130,0.7620296236989592,1,Residential,2022-12-12 23:00:00,TH,Ericsson,33.003,29.825,5.398,2.754,7.641,71.325,75.0,100.0,264.0835,0.39766666666666667,3.5211133333333335,Monday,23.0,City Capacity,0.0
TH0068C,35.71273,51.45716,320,0.6963428857047651,1,Residential,2022-12-12 23:00:00,TH,Ericsson,34.818,31.797,8.082,3.187,8.859,65.722,75.0,100.0,273.9335,0.42396,3.6524466666666666,Monday,23.0,City Capacity,0.0
TH0069B,35.700746,51.489638,180,0.7575274725274725,1,Residential,2022-12-12 23:00:00,TH,Ericsson,36.253,32.243,6.851,2.983,8.718,71.191,75.0,100.0,350.4975,0.4299066666666667,4.6733,Monday,23.0,City Capacity,0.0
TH0069A,35.700746,51.489638,75,0.7668082422203533,1,Residential,2022-12-12 23:00:00,TH,Ericsson,31.292,28.387,5.082,2.559,8.202,73.078,75.0,100.0,302.9195,0.37849333333333335,4.038926666666667,Monday,23.0,City Capacity,0.0
TH0070C,35.72069,51.49216,295,0.7777022211664093,1,Residential,2022-12-12 23:00:00,TH,Ericsson,24.678,22.576,9.798,2.518,8.386,59.065,75.0,100.0,203.5225,0.30101333333333335,2.7136333333333336,Monday,23.0,City Capacity,0.0
TH0071C,35.72776,51.47609,355,0.7284255898366606,1,Residential,2022-12-12 23:00:00,TH,Ericsson,22.319,20.616,15.335,2.753,9.004,49.324,75.0,100.0,205.2615,0.27488,2.7368200000000003,Monday,23.0,City Capacity,0.0
TH0071A,35.72776,51.47609,180,0.7968111753371869,1,Residential,2022-12-12 23:00:00,TH,Ericsson,19.714,17.747,12.245,2.378,8.46,49.165,75.0,100.0,153.664,0.23662666666666665,2.048853333333333,Monday,23.0,City Capacity,0.0
TH0071B,35.72776,51.47609,245,0.8816517386722865,1,Residential,2022-12-12 23:00:00,TH,Ericsson,17.467,15.58,13.482,2.587,8.731,39.668,75.0,100.0,175.958,0.20773333333333333,2.3461066666666666,Monday,23.0,City Capacity,0.0
TH0072C,35.63821,51.44912,320,0.8285420663195395,1,Residential,2022-12-12 23:00:00,TH,Ericsson,27.179,24.494,4.928,2.364,7.623,68.255,75.0,100.0,276.9525,0.32658666666666664,3.6927,Monday,23.0,City Capacity,0.0
TH0073A,35.61152,51.44823,30,0.8316183085919928,1,Residential,2022-12-13 23:00:00,TH,Ericsson,47.226,43.285,3.262,1.538,8.719,92.7,75.0,100.0,429.40675,0.5771333333333333,5.7254233333333335,Tuesday,23.0,City Capacity,0.0
TH0073C,35.61152,51.44823,310,0.8907394843962009,1,Residential,2022-12-11 23:00:00,TH,Ericsson,45.505,41.301,5.014,1.545,8.799,88.015,75.0,100.0,413.1665,0.5506800000000001,5.508886666666666,Sunday,23.0,City Capacity,0.0
TH0080B,35.62148,51.35721,200,0.5623079492317969,1,Residential,2022-12-12 23:00:00,TH,Ericsson,23.857,22.196,12.067,2.912,8.5,50.189,75.0,100.0,139.178,0.2959466666666667,1.8557066666666666,Monday,23.0,City Capacity,0.0
TH0080A,35.62148,51.35721,70,0.7712517905459175,1,Residential,2022-12-12 23:00:00,TH,Ericsson,30.909,28.663,13.782,3.279,9.554,57.577,75.0,100.0,192.3555,0.3821733333333333,2.56474,Monday,23.0,City Capacity,0.0
TH0088C,35.71888611,51.36530833,330,1.480104712041885,1,Residential,2022-12-14 23:00:00,TH,Ericsson,12.049,11.07,20.352,1.408,8.525,25.892,75.0,100.0,110.53775,0.1476,1.4738366666666667,Wednesday,23.0,City Capacity,0.0
TH0098B,35.72194,51.45252,240,0.6945861893881696,1,Residential,2022-12-12 23:00:00,TH,Ericsson,24.255,22.268,15.131,3.476,9.237,42.189,75.0,100.0,165.9695,0.29690666666666665,2.2129266666666667,Monday,23.0,City Capacity,0.0
TH0104B,35.713028,51.330171,250,0.7737529411764705,1,Residential,2022-12-12 23:00:00,TH,Ericsson,20.226,17.766,9.629,2.389,7.978,49.0,75.0,100.0,211.8525,0.23687999999999998,2.8247,Monday,23.0,City Capacity,0.0
TH0105A,35.78112,51.36914,20,0.3782951428571428,1,Residential,2022-12-14 23:00:00,TH,Huawei,16.851,15.423,23.277,1.616,9.776,31.422,75.0,100.0,113.597,0.20564,1.5146266666666666,Wednesday,23.0,City Capacity,0.0
TH0108A,35.68332,51.39275,40,0.8088235294117647,1,Residential,2022-12-12 23:00:00,TH,Ericsson,40.62,35.654,12.061,3.87,9.407,60.688,75.0,100.0,350.6195,0.47538666666666674,4.674926666666667,Monday,23.0,City Capacity,0.0
TH0111B,35.62952,51.41191,135,0.8392241379310346,1,Residential,2022-12-14 23:00:00,TH,Ericsson,37.999,35.194,9.569,1.627,8.787,71.215,75.0,100.0,215.9025,0.46925333333333336,2.8787000000000003,Wednesday,23.0,City Capacity,0.0
TH0114B,35.67165,51.38533,150,0.8254928315412186,1,Residential,2022-12-12 23:00:00,TH,Ericsson,40.381,35.991,5.424,3.118,9.127,76.027,75.0,100.0,398.5835,0.47988,5.314446666666667,Monday,23.0,City Capacity,0.0
TH0120A,35.66891,51.261311,70,1.060420560747664,1,Residential,2022-12-12 23:00:00,TH,Ericsson,14.734,13.072,11.627,2.294,8.191,37.532,75.0,100.0,136.214,0.17429333333333333,1.8161866666666666,Monday,23.0,City Capacity,0.0
TH0126B,35.680893,51.365455,140,0.8206121045392022,1,Residential,2022-12-12 23:00:00,TH,Ericsson,40.233,35.652,4.483,3.267,9.084,71.882,75.0,100.0,395.2975,0.47536,5.2706333333333335,Monday,23.0,City Capacity,0.0
TH0127C,35.52855,51.17416,295,0.8822585309427414,1,Residential,2022-12-12 23:00:00,TH,Ericsson,20.587,19.118,12.072,2.69,8.498,46.801,75.0,100.0,151.014,0.25490666666666667,2.01352,Monday,23.0,City Capacity,0.0
TH0127A,35.52855,51.17416,65,0.8968755944455012,1,Residential,2022-12-12 23:00:00,TH,Ericsson,26.377,24.592,10.406,2.595,8.486,62.399,75.0,100.0,167.3055,0.3278933333333333,2.23074,Monday,23.0,City Capacity,0.0
TH0134C,35.685223,51.401993,250,0.8358314432704542,1,Residential,2022-12-12 23:00:00,TH,Ericsson,25.423,23.436,18.852,2.821,9.122,54.718,75.0,100.0,160.0445,0.31248,2.1339266666666665,Monday,23.0,City Capacity,0.0
TH0136A,35.59881,51.43044,140,0.7895212765957447,1,Residential,2022-12-12 23:00:00,TH,Ericsson,23.154,21.012,12.789,2.771,8.609,49.948,75.0,100.0,206.6335,0.28016,2.7551133333333335,Monday,23.0,City Capacity,0.0
TH0139A,35.776994,51.321805,120,0.885503813265542,1,Residential,2022-12-12 23:00:00,TH,Ericsson,25.301,22.854,8.553,2.54,8.256,59.27,75.0,100.0,219.622,0.30472,2.9282933333333334,Monday,23.0,City Capacity,0.0
TH0148C,35.81338,51.42113,285,0.5332165714285715,1,Residential,2022-12-10 23:00:00,TH,Huawei,15.061,13.604,19.442,1.359,8.662,32.965,75.0,100.0,76.882,0.18138666666666667,1.0250933333333334,Saturday,23.0,City Capacity,0.0
TH0153A,35.7677,51.28099,55,0.9295101247698916,1,Residential,2022-12-12 23:00:00,TH,Ericsson,21.039,18.602,15.012,2.421,8.614,27.308,75.0,100.0,125.929,0.24802666666666667,1.6790533333333333,Monday,23.0,City Capacity,0.0
TH0165A,35.75263,51.24288,85,0.8565688775510204,1,Residential,2022-12-14 23:00:00,TH,Ericsson,18.951,17.032,11.032,1.176,7.557,47.69,75.0,100.0,117.878,0.22709333333333334,1.5717066666666666,Wednesday,23.0,City Capacity,0.0
TH0166A,35.71225,51.4478,85,0.8565517952950887,1,Residential,2022-12-11 23:00:00,TH,Ericsson,17.209,16.099,18.491,1.366,8.176,38.807,75.0,100.0,109.70825,0.21465333333333333,1.4627766666666668,Sunday,23.0,City Capacity,0.0
TH0177A,35.66015,51.40657,5,0.879762760603882,1,Residential,2022-12-14 23:00:00,TH,Ericsson,41.516,37.487,5.392,1.422,8.821,86.833,75.0,100.0,324.257,0.4998266666666667,4.323426666666666,Wednesday,23.0,City Capacity,0.0
TH0185A,35.71613889,51.45426389,90,0.6254825432869714,1,Residential,2022-12-12 23:00:00,TH,Ericsson,29.386,27.287,13.943,3.51,9.198,51.195,75.0,100.0,211.125,0.36382666666666663,2.815,Monday,23.0,City Capacity,0.0
TH0189B,35.50571,51.21875,105,0.7722189580885234,1,Residential,2022-12-12 23:00:00,TH,Ericsson,18.755,17.268,13.557,3.154,9.105,36.056,75.0,100.0,159.489,0.23024,2.12652,Monday,23.0,City Capacity,0.0
TH0191C,35.74029,51.40805,355,0.3794312857142857,1,Residential,2022-12-14 23:00:00,TH,Huawei,32.298,28.556,24.995,2.131,9.879,44.107,75.0,100.0,185.688,0.3807466666666667,2.47584,Wednesday,23.0,City Capacity,0.0
TH0208A,35.77033,51.49391,5,0.6313485714285714,1,Residential,2022-12-14 23:00:00,TH,Huawei,35.787,32.171,12.786,1.618,9.296,65.466,75.0,100.0,270.288,0.42894666666666664,3.60384,Wednesday,23.0,City Capacity,0.0
TH0210A,35.74837,51.23667,10,0.7719337694194603,1,Residential,2022-12-14 23:00:00,TH,Ericsson,26.083,23.946,10.681,1.506,8.225,52.38,75.0,100.0,190.02925,0.31928,2.533723333333333,Wednesday,23.0,City Capacity,0.0
TH0211C,35.56168,51.1668,335,0.5081757289204097,1,Residential,2022-12-12 23:00:00,TH,Ericsson,19.317,17.596,13.476,2.301,8.691,50.355,75.0,100.0,115.397,0.23461333333333334,1.5386266666666668,Monday,23.0,City Capacity,0.0
TH0211A,35.56168,51.1668,65,0.521186440677966,1,Residential,2022-12-12 23:00:00,TH,Ericsson,15.341,14.194,13.114,2.305,8.223,40.556,75.0,100.0,105.2915,0.18925333333333336,1.4038866666666667,Monday,23.0,City Capacity,0.0
TH0211B,35.56168,51.1668,185,0.6105223123732252,1,Residential,2022-12-12 23:00:00,TH,Ericsson,17.856,16.392,12.363,2.164,8.211,49.878,75.0,100.0,145.2885,0.21856,1.93718,Monday,23.0,City Capacity,0.0
TH0213B,35.604918,51.408801,110,0.8548280423280423,1,Residential,2022-12-12 23:00:00,TH,Ericsson,27.55,25.217,12.676,2.81,9.264,59.096,75.0,100.0,243.083,0.3362266666666667,3.2411066666666666,Monday,23.0,City Capacity,0.0
TH0214C,35.70891,51.44778,260,0.8203389830508474,1,Residential,2022-12-12 23:00:00,TH,Ericsson,16.122,14.87,14.952,2.242,8.971,43.676,75.0,100.0,138.697,0.19826666666666665,1.8492933333333335,Monday,23.0,City Capacity,0.0
TH0242A,35.72572,51.46577,45,0.8103723404255319,1,Residential,2022-12-12 23:00:00,TH,Ericsson,12.194,11.293,18.021,2.302,8.636,32.304,75.0,100.0,103.225,0.15057333333333334,1.3763333333333332,Monday,23.0,City Capacity,0.0
TH0250A,35.69471,51.34987,55,0.7475554106910038,1,Residential,2022-12-13 23:00:00,TH,Ericsson,42.682,38.91,7.824,1.615,9.203,79.325,75.0,100.0,360.39575,0.5187999999999999,4.805276666666667,Tuesday,23.0,City Capacity,0.0
TH0257A,35.66545,51.39256,90,0.828923754319474,1,Residential,2022-12-12 23:00:00,TH,Ericsson,18.958,17.216,6.707,1.909,7.485,59.395,75.0,100.0,160.647,0.22954666666666668,2.14196,Monday,23.0,City Capacity,0.0
TH0262B,35.66027,51.36842,190,0.6052147554459515,1,Residential,2022-12-13 23:00:00,TH,Ericsson,39.337,35.962,4.344,1.326,8.408,89.325,75.0,100.0,349.44725,0.4794933333333334,4.659296666666666,Tuesday,23.0,City Capacity,0.0
TH0272C,35.71411,51.38707,300,0.8211032388663967,1,Residential,2022-12-12 23:00:00,TH,Ericsson,23.744,21.649,22.127,3.761,9.505,37.914,75.0,100.0,173.075,0.2886533333333334,2.3076666666666665,Monday,23.0,City Capacity,0.0
TH0277C,35.714586,51.367229,295,0.6599689791314157,1,Residential,2022-12-12 23:00:00,TH,Ericsson,33.178,29.224,6.88,2.716,8.79,70.881,75.0,100.0,375.325,0.38965333333333335,5.004333333333333,Monday,23.0,City Capacity,0.0
TH0283B,35.66324,51.41531,200,0.5678989437624893,1,Residential,2022-12-12 23:00:00,TH,Ericsson,16.662,15.038,15.383,2.665,8.591,37.16,75.0,100.0,121.986,0.20050666666666667,1.6264800000000001,Monday,23.0,City Capacity,0.0
TH0285B,35.71736,51.38905,270,0.9524992755722979,1,Residential,2022-12-12 23:00:00,TH,Ericsson,32.313,28.276,9.0,2.503,8.538,74.411,75.0,100.0,271.85,0.3770133333333333,3.624666666666667,Monday,23.0,City Capacity,0.0
TH0286C,35.6616,51.43063,305,0.9546209227152512,1,Residential,2022-12-12 23:00:00,TH,Ericsson,19.656,18.059,12.454,2.619,8.251,45.415,75.0,100.0,128.267,0.24078666666666668,1.7102266666666666,Monday,23.0,City Capacity,0.0
TH0289A,35.76135,51.56993,120,0.689236,1,Residential,2022-12-10 23:00:00,TH,Huawei,18.287,16.909,8.617,0.951,7.799,58.525,75.0,100.0,121.977,0.2254533333333333,1.62636,Saturday,23.0,City Capacity,0.0
TH0290D,35.74824,51.56407,320,0.4541267142857142,1,Residential,2022-12-12 23:00:00,TH,Huawei,30.993,28.421,17.346,1.673,9.702,55.928,75.0,100.0,240.028,0.37894666666666665,3.2003733333333333,Monday,23.0,City Capacity,0.0
TH0291A,35.66658,51.3333,100,0.4594311377245509,1,Residential,2022-12-14 23:00:00,TH,Ericsson,19.232,17.906,15.816,1.669,9.447,35.32,75.0,100.0,118.732,0.23874666666666666,1.5830933333333332,Wednesday,23.0,City Capacity,0.0
TH0291C,35.66658,51.3333,355,0.6189320388349514,1,Residential,2022-12-12 23:00:00,TH,Ericsson,19.469,18.07,13.979,2.732,8.821,43.568,75.0,100.0,151.1385,0.24093333333333333,2.01518,Monday,23.0,City Capacity,0.0
TH0291B,35.66658,51.3333,215,0.7099766476388167,1,Residential,2022-12-12 23:00:00,TH,Ericsson,31.208,28.173,11.769,3.382,9.409,54.867,75.0,100.0,234.9335,0.37564,3.1324466666666666,Monday,23.0,City Capacity,0.0
TH0294C,35.69164,51.38237,350,0.4382603406326034,1,Residential,2022-12-12 23:00:00,TH,Ericsson,11.004,9.787,19.809,2.806,9.098,22.968,75.0,100.0,91.4805,0.13049333333333335,1.21974,Monday,23.0,City Capacity,0.0
TH0294A,35.69164,51.38237,60,0.8041432584269663,1,Residential,2022-12-12 23:00:00,TH,Ericsson,14.309,12.958,13.16,1.988,8.368,42.938,75.0,100.0,147.064,0.17277333333333333,1.9608533333333333,Monday,23.0,City Capacity,0.0
TH0297A,35.40947,51.58611,80,0.506189229618549,1,Residential,2022-12-12 23:00:00,TH,Ericsson,6.445,5.849,18.876,2.268,9.116,16.984,75.0,100.0,63.839,0.07798666666666666,0.8511866666666666,Monday,23.0,City Capacity,0.0
TH0304C,35.42221,51.57653,325,0.7801259689922481,1,Residential,2022-12-12 23:00:00,TH,Ericsson,43.691,39.492,3.971,3.58,9.166,72.645,75.0,100.0,410.072,0.5265599999999999,5.467626666666667,Monday,23.0,City Capacity,0.0
TH0305A,35.62922,51.37827,15,0.8269846250392218,1,Residential,2022-12-12 23:00:00,TH,Ericsson,28.488,25.823,6.156,2.702,8.75,62.954,75.0,100.0,290.408,0.34430666666666665,3.872106666666667,Monday,23.0,City Capacity,0.0
TH0305B,35.62922,51.37827,140,1.001777417992398,1,Residential,2022-12-12 23:00:00,TH,Ericsson,34.335,31.083,3.272,2.611,8.561,78.44,75.0,100.0,394.822,0.41444,5.264293333333334,Monday,23.0,City Capacity,0.0
TH0307A,35.66294,51.48751,35,1.034314875645237,1,Residential,2022-12-10 23:00:00,TH,Ericsson,33.342,30.6,7.516,1.336,8.281,75.417,75.0,100.0,244.2445,0.40800000000000003,3.256593333333333,Saturday,23.0,City Capacity,0.0
TH0316C,35.48354,51.68003,340,0.7464683826509931,1,Residential,2022-12-14 23:00:00,TH,Ericsson,30.989,28.528,3.299,1.168,8.085,80.402,75.0,100.0,251.564,0.38037333333333334,3.3541866666666666,Wednesday,23.0,City Capacity,0.0
TH0316B,35.48354,51.68003,200,0.7862682297961486,1,Residential,2022-12-12 23:00:00,TH,Ericsson,31.121,28.586,7.118,2.762,8.848,68.17,75.0,100.0,279.711,0.38114666666666663,3.72948,Monday,23.0,City Capacity,0.0
TH0328A,35.56433,51.15837,100,0.9669931395558765,1,Residential,2022-12-12 23:00:00,TH,Ericsson,27.067,24.043,1.555,2.644,9.366,59.894,75.0,100.0,338.6585,0.3205733333333333,4.515446666666667,Monday,23.0,City Capacity,0.0
TH0332C,35.471008,51.673438,305,0.8337664587664587,1,Residential,2022-12-14 23:00:00,TH,Ericsson,16.553,15.416,10.122,1.098,7.955,46.212,75.0,100.0,128.7985,0.20554666666666668,1.7173133333333332,Wednesday,23.0,City Capacity,0.0
TH0337A,35.47996,51.67125,60,0.8887433708446514,1,Residential,2022-12-12 23:00:00,TH,Ericsson,24.737,22.649,8.036,2.779,8.443,53.67,75.0,100.0,195.0115,0.3019866666666667,2.6001533333333335,Monday,23.0,City Capacity,0.0
TH0338A,35.73597,51.86672,60,0.6107972857142857,1,Residential,2022-12-10 23:00:00,TH,Huawei,37.042,31.226,2.29,1.067,7.395,96.335,75.0,100.0,393.293,0.41634666666666664,5.243906666666667,Saturday,23.0,City Capacity,0.3458067232824727
TH0369C,35.48562,51.69089,295,0.9815776265893374,1,Residential,2022-12-14 23:00:00,TH,Ericsson,50.057,45.826,3.531,1.713,9.077,88.103,75.0,100.0,409.0735,0.6110133333333333,5.454313333333333,Wednesday,23.0,City Capacity,0.0
TH0371C,35.51172,51.7034,330,0.6978832951945081,1,Residential,2022-12-12 23:00:00,TH,Ericsson,11.194,10.423,15.468,2.507,8.462,27.381,75.0,100.0,98.0165,0.13897333333333334,1.3068866666666665,Monday,23.0,City Capacity,0.0
TH0379A,35.77553,51.3044,75,1.123494397759104,1,Residential,2022-12-14 23:00:00,TH,Ericsson,33.289,30.329,3.951,1.117,7.744,89.401,75.0,100.0,290.26125,0.40438666666666667,3.87015,Wednesday,23.0,City Capacity,0.0
TH0380B,35.62798,51.48816,105,0.6943835192069392,1,Residential,2022-12-12 23:00:00,TH,Ericsson,16.544,15.428,13.668,2.41,7.789,42.168,75.0,100.0,119.4305,0.20570666666666668,1.5924066666666665,Monday,23.0,City Capacity,0.0
TH0383A,35.62513,51.44874,105,0.8042874559739908,1,Residential,2022-12-12 23:00:00,TH,Ericsson,13.791,12.432,15.254,2.342,8.3,34.969,75.0,100.0,113.078,0.16576000000000002,1.5077066666666668,Monday,23.0,City Capacity,0.0
TH0383C,35.62513,51.44874,327,1.1435546875,1,Residential,2022-12-14 23:00:00,TH,Ericsson,14.739,13.497,7.535,0.913,7.153,48.714,75.0,100.0,139.3195,0.17996,1.8575933333333334,Wednesday,23.0,City Capacity,0.0
TH0386C,35.49289,51.2228,330,1.258235724743777,1,Residential,2022-12-13 23:00:00,TH,Ericsson,16.862,14.525,11.357,1.275,7.916,37.521,75.0,100.0,117.864,0.19366666666666668,1.57152,Tuesday,23.0,City Capacity,0.0
TH0387C,35.65,51.37088,310,0.7994506553585196,1,Residential,2022-12-12 23:00:00,TH,Ericsson,45.351,40.821,4.249,3.022,8.777,88.961,75.0,100.0,393.297,0.54428,5.24396,Monday,23.0,City Capacity,0.0
TH0387B,35.65,51.37088,200,1.099723147215984,1,Residential,2022-12-12 23:00:00,TH,Ericsson,28.588,26.031,8.735,2.424,7.578,70.745,75.0,100.0,228.639,0.34708,3.0485200000000003,Monday,23.0,City Capacity,0.0
TH0388C,35.64297,51.3951,240,0.8843163216177179,1,Residential,2022-12-12 23:00:00,TH,Ericsson,35.132,32.036,6.298,2.56,8.392,82.42,75.0,100.0,324.7165,0.4271466666666667,4.329553333333333,Monday,23.0,City Capacity,0.0
TH0397B,35.628853,51.387309,115,0.7987902632740108,1,Residential,2022-12-12 23:00:00,TH,Ericsson,34.684,31.307,3.132,2.708,8.184,76.149,75.0,100.0,385.4055,0.41742666666666667,5.13874,Monday,23.0,City Capacity,0.0
TH0398C,35.6267,51.35598,280,0.8812202259425616,1,Residential,2022-12-12 23:00:00,TH,Ericsson,42.784,38.925,7.526,3.289,8.591,77.944,75.0,100.0,278.7835,0.519,3.7171133333333333,Monday,23.0,City Capacity,0.0
TH0410A,35.68487,51.43676,55,1.032439446366782,1,Residential,2022-12-12 23:00:00,TH,Ericsson,34.564,31.74,15.133,3.272,9.325,63.846,75.0,100.0,262.4365,0.42319999999999997,3.4991533333333336,Monday,23.0,City Capacity,0.0
TH0415C,35.35421,51.63557,260,0.7412721200046878,1,Residential,2022-12-12 23:00:00,TH,Ericsson,21.156,19.428,17.861,3.159,8.983,40.506,75.0,100.0,171.35,0.25904,2.2846666666666664,Monday,23.0,City Capacity,0.0
